Date,Latitude,Longitude,Sea_Surface_Temperature,HotSpots,Degree_Heating_Weeks,Bleaching_Alert_Area
2/23/1985,20.575,-157.7,23.92,0,0,0
2/24/1985,20.575,-157.7,24.75,0,0,0
2/25/1985,20.575,-157.7,24.84,0,0,0
2/26/1985,20.575,-157.7,24.86,0,0,0
2/27/1985,20.575,-157.7,24.55,0,0,0
2/28/1985,20.575,-157.7,24.22,0,0,0
3/1/1985,20.575,-157.7,24.16,0,0,0
3/2/1985,20.575,-157.7,24.32,0,0,0
3/3/1985,20.575,-157.7,24.29,0,0,0
3/4/1985,20.575,-157.7,24.33,0,0,0
3/5/1985,20.575,-157.7,24.21,0,0,0
3/6/1985,20.575,-157.7,24.31,0,0,0
3/7/1985,20.575,-157.7,24.54,0,0,0
3/8/1985,20.575,-157.7,24.16,0,0,0
3/9/1985,20.575,-157.7,24.39,0,0,0
3/10/1985,20.575,-157.7,24.08,0,0,0
3/11/1985,20.575,-157.7,24.34,0,0,0
3/12/1985,20.575,-157.7,24.27,0,0,0
3/13/1985,20.575,-157.7,24.19,0,0,0
3/14/1985,20.575,-157.7,23.83,0,0,0
3/15/1985,20.575,-157.7,23.72,0,0,0
3/16/1985,20.575,-157.7,23.76,0,0,0
3/17/1985,20.575,-157.7,23.73,0,0,0
3/18/1985,20.575,-157.7,23.67,0,0,0
3/19/1985,20.575,-157.7,23.9,0,0,0
3/20/1985,20.575,-157.7,24.09,0,0,0
3/21/1985,20.575,-157.7,23.51,0,0,0
3/22/1985,20.575,-157.7,24.05,0,0,0
3/23/1985,20.575,-157.7,24.18,0,0,0
3/24/1985,20.575,-157.7,23.92,0,0,0
3/25/1985,20.575,-157.7,23.31,0,0,0
3/26/1985,20.575,-157.7,23.16,0,0,0
3/27/1985,20.575,-157.7,23.11,0,0,0
3/28/1985,20.575,-157.7,23.41,0,0,0
3/29/1985,20.575,-157.7,23.38,0,0,0
3/30/1985,20.575,-157.7,23.68,0,0,0
3/31/1985,20.575,-157.7,23.65,0,0,0
4/1/1985,20.575,-157.7,23.16,0,0,0
4/2/1985,20.575,-157.7,23.47,0,0,0
4/3/1985,20.575,-157.7,22.99,0,0,0
4/4/1985,20.575,-157.7,22.65,0,0,0
4/5/1985,20.575,-157.7,22.75,0,0,0
4/6/1985,20.575,-157.7,23.23,0,0,0
4/7/1985,20.575,-157.7,22.86,0,0,0
4/8/1985,20.575,-157.7,23.17,0,0,0
4/9/1985,20.575,-157.7,22.77,0,0,0
4/10/1985,20.575,-157.7,23.18,0,0,0
4/11/1985,20.575,-157.7,23.64,0,0,0
4/12/1985,20.575,-157.7,23.81,0,0,0
4/13/1985,20.575,-157.7,24.12,0,0,0
4/14/1985,20.575,-157.7,23.88,0,0,0
4/15/1985,20.575,-157.7,23.87,0,0,0
4/16/1985,20.575,-157.7,23.41,0,0,0
4/17/1985,20.575,-157.7,23.58,0,0,0
4/18/1985,20.575,-157.7,23.33,0,0,0
4/19/1985,20.575,-157.7,23.44,0,0,0
4/20/1985,20.575,-157.7,23.54,0,0,0
4/21/1985,20.575,-157.7,23.75,0,0,0
4/22/1985,20.575,-157.7,23.58,0,0,0
4/23/1985,20.575,-157.7,23.46,0,0,0
4/24/1985,20.575,-157.7,23.48,0,0,0
4/25/1985,20.575,-157.7,23.72,0,0,0
4/26/1985,20.575,-157.7,23.16,0,0,0
4/27/1985,20.575,-157.7,23.29,0,0,0
4/28/1985,20.575,-157.7,23.68,0,0,0
4/29/1985,20.575,-157.7,23.93,0,0,0
4/30/1985,20.575,-157.7,24.99,0,0,0
5/1/1985,20.575,-157.7,24.65,0,0,0
5/2/1985,20.575,-157.7,24.48,0,0,0
5/3/1985,20.575,-157.7,24.17,0,0,0
5/4/1985,20.575,-157.7,23.86,0,0,0
5/5/1985,20.575,-157.7,24.03,0,0,0
5/6/1985,20.575,-157.7,24.62,0,0,0
5/7/1985,20.575,-157.7,24.44,0,0,0
5/8/1985,20.575,-157.7,24.4,0,0,0
5/9/1985,20.575,-157.7,24.01,0,0,0
5/10/1985,20.575,-157.7,24.65,0,0,0
5/11/1985,20.575,-157.7,24.13,0,0,0
5/12/1985,20.575,-157.7,24.2,0,0,0
5/13/1985,20.575,-157.7,24.34,0,0,0
5/14/1985,20.575,-157.7,24.16,0,0,0
5/15/1985,20.575,-157.7,23.79,0,0,0
5/16/1985,20.575,-157.7,23.81,0,0,0
5/17/1985,20.575,-157.7,24.02,0,0,0
5/18/1985,20.575,-157.7,23.98,0,0,0
5/19/1985,20.575,-157.7,24.1,0,0,0
5/20/1985,20.575,-157.7,23.88,0,0,0
5/21/1985,20.575,-157.7,23.95,0,0,0
5/22/1985,20.575,-157.7,23.89,0,0,0
5/23/1985,20.575,-157.7,24.12,0,0,0
5/24/1985,20.575,-157.7,24.53,0,0,0
5/25/1985,20.575,-157.7,24.47,0,0,0
5/26/1985,20.575,-157.7,24.32,0,0,0
5/27/1985,20.575,-157.7,24.11,0,0,0
5/28/1985,20.575,-157.7,24.32,0,0,0
5/29/1985,20.575,-157.7,25,0,0,0
5/30/1985,20.575,-157.7,24.8,0,0,0
5/31/1985,20.575,-157.7,24.64,0,0,0
6/1/1985,20.575,-157.7,24.19,0,0,0
6/2/1985,20.575,-157.7,24.83,0,0,0
6/3/1985,20.575,-157.7,24.85,0,0,0
6/4/1985,20.575,-157.7,24.81,0,0,0
6/5/1985,20.575,-157.7,24.56,0,0,0
6/6/1985,20.575,-157.7,24.72,0,0,0
6/7/1985,20.575,-157.7,24.99,0,0,0
6/8/1985,20.575,-157.7,25.19,0,0,0
6/9/1985,20.575,-157.7,25.46,0,0,0
6/10/1985,20.575,-157.7,25.64,0,0,0
6/11/1985,20.575,-157.7,25.87,0,0,0
6/12/1985,20.575,-157.7,25.36,0,0,0
6/13/1985,20.575,-157.7,25.31,0,0,0
6/14/1985,20.575,-157.7,25,0,0,0
6/15/1985,20.575,-157.7,24.68,0,0,0
6/16/1985,20.575,-157.7,25.51,0,0,0
6/17/1985,20.575,-157.7,25.78,0,0,0
6/18/1985,20.575,-157.7,25.96,0,0,0
6/19/1985,20.575,-157.7,25.18,0,0,0
6/20/1985,20.575,-157.7,25.09,0,0,0
6/21/1985,20.575,-157.7,25.43,0,0,0
6/22/1985,20.575,-157.7,25.68,0,0,0
6/23/1985,20.575,-157.7,25.59,0,0,0
6/24/1985,20.575,-157.7,25.54,0,0,0
6/25/1985,20.575,-157.7,24.99,0,0,0
6/26/1985,20.575,-157.7,25.66,0,0,0
6/27/1985,20.575,-157.7,25.15,0,0,0
6/28/1985,20.575,-157.7,25.06,0,0,0
6/29/1985,20.575,-157.7,25.1,0,0,0
6/30/1985,20.575,-157.7,24.91,0,0,0
7/1/1985,20.575,-157.7,24.9,0,0,0
7/2/1985,20.575,-157.7,24.85,0,0,0
7/3/1985,20.575,-157.7,25.86,0,0,0
7/4/1985,20.575,-157.7,26.14,0,0,0
7/5/1985,20.575,-157.7,26.24,0,0,0
7/6/1985,20.575,-157.7,26.43,0,0,0
7/7/1985,20.575,-157.7,25.93,0,0,0
7/8/1985,20.575,-157.7,26.21,0,0,0
7/9/1985,20.575,-157.7,26.17,0,0,0
7/10/1985,20.575,-157.7,26.21,0,0,0
7/11/1985,20.575,-157.7,26.25,0,0,0
7/12/1985,20.575,-157.7,26.08,0,0,0
7/13/1985,20.575,-157.7,25.93,0,0,0
7/14/1985,20.575,-157.7,25.84,0,0,0
7/15/1985,20.575,-157.7,26.03,0,0,0
7/16/1985,20.575,-157.7,26.32,0,0,0
7/17/1985,20.575,-157.7,26.62,0,0,0
7/18/1985,20.575,-157.7,26.73,0,0,0
7/19/1985,20.575,-157.7,26.48,0,0,0
7/20/1985,20.575,-157.7,26.5,0,0,0
7/21/1985,20.575,-157.7,26.43,0,0,0
7/22/1985,20.575,-157.7,26.43,0,0,0
7/23/1985,20.575,-157.7,26.32,0,0,0
7/24/1985,20.575,-157.7,26.31,0,0,0
7/25/1985,20.575,-157.7,26.29,0,0,0
7/26/1985,20.575,-157.7,26.44,0,0,0
7/27/1985,20.575,-157.7,26.44,0,0,0
7/28/1985,20.575,-157.7,26.11,0,0,0
7/29/1985,20.575,-157.7,26.3,0,0,0
7/30/1985,20.575,-157.7,25.73,0,0,0
7/31/1985,20.575,-157.7,26.07,0,0,0
8/1/1985,20.575,-157.7,25.82,0,0,0
8/2/1985,20.575,-157.7,26.24,0,0,0
8/3/1985,20.575,-157.7,25.98,0,0,0
8/4/1985,20.575,-157.7,25.94,0,0,0
8/5/1985,20.575,-157.7,25.96,0,0,0
8/6/1985,20.575,-157.7,25.53,0,0,0
8/7/1985,20.575,-157.7,25.8,0,0,0
8/8/1985,20.575,-157.7,25.7,0,0,0
8/9/1985,20.575,-157.7,25.95,0,0,0
8/10/1985,20.575,-157.7,25.87,0,0,0
8/11/1985,20.575,-157.7,25.85,0,0,0
8/12/1985,20.575,-157.7,26.09,0,0,0
8/13/1985,20.575,-157.7,26.31,0,0,0
8/14/1985,20.575,-157.7,26.37,0,0,0
8/15/1985,20.575,-157.7,26.26,0,0,0
8/16/1985,20.575,-157.7,26.17,0,0,0
8/17/1985,20.575,-157.7,26.4,0,0,0
8/18/1985,20.575,-157.7,26.68,0,0,0
8/19/1985,20.575,-157.7,26.63,0,0,0
8/20/1985,20.575,-157.7,26.42,0,0,0
8/21/1985,20.575,-157.7,26.28,0,0,0
8/22/1985,20.575,-157.7,26.03,0,0,0
8/23/1985,20.575,-157.7,26.27,0,0,0
8/24/1985,20.575,-157.7,26.18,0,0,0
8/25/1985,20.575,-157.7,26.41,0,0,0
8/26/1985,20.575,-157.7,26.82,0,0,0
8/27/1985,20.575,-157.7,26.34,0,0,0
8/28/1985,20.575,-157.7,26.34,0,0,0
8/29/1985,20.575,-157.7,26.34,0,0,0
8/30/1985,20.575,-157.7,26.35,0,0,0
8/31/1985,20.575,-157.7,26.67,0,0,0
9/1/1985,20.575,-157.7,26.62,0,0,0
9/2/1985,20.575,-157.7,26.81,0,0,0
9/3/1985,20.575,-157.7,27.06,0,0,0
9/4/1985,20.575,-157.7,26.98,0,0,0
9/5/1985,20.575,-157.7,26.32,0,0,0
9/6/1985,20.575,-157.7,26.25,0,0,0
9/7/1985,20.575,-157.7,26.05,0,0,0
9/8/1985,20.575,-157.7,26.75,0,0,0
9/9/1985,20.575,-157.7,26.56,0,0,0
9/10/1985,20.575,-157.7,26.62,0,0,0
9/11/1985,20.575,-157.7,26.45,0,0,0
9/12/1985,20.575,-157.7,26.9,0,0,0
9/13/1985,20.575,-157.7,26.61,0,0,0
9/14/1985,20.575,-157.7,26.54,0,0,0
9/15/1985,20.575,-157.7,26.99,0.34,0,1
9/16/1985,20.575,-157.7,27.8,0.57,0,1
9/17/1985,20.575,-157.7,27.71,0.62,0,1
9/18/1985,20.575,-157.7,27.63,0.61,0,1
9/19/1985,20.575,-157.7,27.58,0.39,0,1
9/20/1985,20.575,-157.7,27.03,0.21,0,1
9/21/1985,20.575,-157.7,27.04,0,0,1
9/22/1985,20.575,-157.7,26.45,0,0,1
9/23/1985,20.575,-157.7,26.79,0,0,1
9/24/1985,20.575,-157.7,27.19,0.14,0,1
9/25/1985,20.575,-157.7,27.35,0.16,0,1
9/26/1985,20.575,-157.7,27.29,0.21,0,1
9/27/1985,20.575,-157.7,27.16,0,0,1
9/28/1985,20.575,-157.7,27.17,0,0,1
9/29/1985,20.575,-157.7,27.16,0,0,1
9/30/1985,20.575,-157.7,27.18,0,0,1
10/1/1985,20.575,-157.7,27.23,0,0,1
10/2/1985,20.575,-157.7,27.23,0.02,0,1
10/3/1985,20.575,-157.7,27.83,0.6,0,1
10/4/1985,20.575,-157.7,27.6,0.38,0,1
10/5/1985,20.575,-157.7,26.61,0,0,1
10/6/1985,20.575,-157.7,26.96,0,0,1
10/7/1985,20.575,-157.7,26.96,0,0,1
10/8/1985,20.575,-157.7,27.24,0,0,1
10/9/1985,20.575,-157.7,26.84,0,0,1
10/10/1985,20.575,-157.7,26.92,0,0,1
10/11/1985,20.575,-157.7,26.94,0,0,0
10/12/1985,20.575,-157.7,27.03,0,0,0
10/13/1985,20.575,-157.7,26.93,0,0,0
10/14/1985,20.575,-157.7,26.78,0,0,0
10/15/1985,20.575,-157.7,26.52,0,0,0
10/16/1985,20.575,-157.7,26.48,0,0,0
10/17/1985,20.575,-157.7,26.39,0,0,0
10/18/1985,20.575,-157.7,26.55,0,0,0
10/19/1985,20.575,-157.7,26.52,0,0,0
10/20/1985,20.575,-157.7,26.28,0,0,0
10/21/1985,20.575,-157.7,26.67,0,0,0
10/22/1985,20.575,-157.7,26.49,0,0,0
10/23/1985,20.575,-157.7,26.42,0,0,0
10/24/1985,20.575,-157.7,26.15,0,0,0
10/25/1985,20.575,-157.7,26.09,0,0,0
10/26/1985,20.575,-157.7,26.04,0,0,0
10/27/1985,20.575,-157.7,26.24,0,0,0
10/28/1985,20.575,-157.7,26.34,0,0,0
10/29/1985,20.575,-157.7,26.24,0,0,0
10/30/1985,20.575,-157.7,25.39,0,0,0
10/31/1985,20.575,-157.7,25.8,0,0,0
11/1/1985,20.575,-157.7,25.94,0,0,0
11/2/1985,20.575,-157.7,25.75,0,0,0
11/3/1985,20.575,-157.7,25.79,0,0,0
11/4/1985,20.575,-157.7,25.7,0,0,0
11/5/1985,20.575,-157.7,25.39,0,0,0
11/6/1985,20.575,-157.7,25.41,0,0,0
11/7/1985,20.575,-157.7,25.46,0,0,0
11/8/1985,20.575,-157.7,25.39,0,0,0
11/9/1985,20.575,-157.7,25.44,0,0,0
11/10/1985,20.575,-157.7,25.54,0,0,0
11/11/1985,20.575,-157.7,26.27,0,0,0
11/12/1985,20.575,-157.7,26.4,0,0,0
11/13/1985,20.575,-157.7,26.64,0,0,0
11/14/1985,20.575,-157.7,26.31,0,0,0
11/15/1985,20.575,-157.7,26.72,0,0,0
11/16/1985,20.575,-157.7,26.87,0,0,0
11/17/1985,20.575,-157.7,26.86,0,0,0
11/18/1985,20.575,-157.7,26.64,0,0,0
11/19/1985,20.575,-157.7,26.34,0,0,0
11/20/1985,20.575,-157.7,26.63,0,0,0
11/21/1985,20.575,-157.7,26.61,0,0,0
11/22/1985,20.575,-157.7,26.22,0,0,0
11/23/1985,20.575,-157.7,26.06,0,0,0
11/24/1985,20.575,-157.7,26.16,0,0,0
11/25/1985,20.575,-157.7,25.86,0,0,0
11/26/1985,20.575,-157.7,26.12,0,0,0
11/27/1985,20.575,-157.7,26.06,0,0,0
11/28/1985,20.575,-157.7,25.19,0,0,0
11/29/1985,20.575,-157.7,25.36,0,0,0
11/30/1985,20.575,-157.7,25.18,0,0,0
12/1/1985,20.575,-157.7,25.03,0,0,0
12/2/1985,20.575,-157.7,25.18,0,0,0
12/3/1985,20.575,-157.7,24.7,0,0,0
12/4/1985,20.575,-157.7,25.13,0,0,0
12/5/1985,20.575,-157.7,25.42,0,0,0
12/6/1985,20.575,-157.7,25.2,0,0,0
12/7/1985,20.575,-157.7,25.06,0,0,0
12/8/1985,20.575,-157.7,24.87,0,0,0
12/9/1985,20.575,-157.7,25.06,0,0,0
12/10/1985,20.575,-157.7,24.97,0,0,0
12/11/1985,20.575,-157.7,24.99,0,0,0
12/12/1985,20.575,-157.7,25.27,0,0,0
12/13/1985,20.575,-157.7,25.51,0,0,0
12/14/1985,20.575,-157.7,25.73,0,0,0
12/15/1985,20.575,-157.7,25.18,0,0,0
12/16/1985,20.575,-157.7,25.47,0,0,0
12/17/1985,20.575,-157.7,25.45,0,0,0
12/18/1985,20.575,-157.7,25.84,0,0,0
12/19/1985,20.575,-157.7,25.66,0,0,0
12/20/1985,20.575,-157.7,24.94,0,0,0
12/21/1985,20.575,-157.7,25.46,0,0,0
12/22/1985,20.575,-157.7,25.64,0,0,0
12/23/1985,20.575,-157.7,25.64,0,0,0
12/24/1985,20.575,-157.7,25.62,0,0,0
12/25/1985,20.575,-157.7,25.43,0,0,0
12/26/1985,20.575,-157.7,25.54,0,0,0
12/27/1985,20.575,-157.7,25.23,0,0,0
12/28/1985,20.575,-157.7,25.04,0,0,0
12/29/1985,20.575,-157.7,25.11,0,0,0
12/30/1985,20.575,-157.7,24.95,0,0,0
12/31/1985,20.575,-157.7,24.95,0,0,0
1/1/1986,20.575,-157.7,24.68,0,0,0
1/2/1986,20.575,-157.7,24.59,0,0,0
1/3/1986,20.575,-157.7,24.74,0,0,0
1/4/1986,20.575,-157.7,24.97,0,0,0
1/5/1986,20.575,-157.7,25.18,0,0,0
1/6/1986,20.575,-157.7,25.25,0,0,0
1/7/1986,20.575,-157.7,25.21,0,0,0
1/8/1986,20.575,-157.7,25.21,0,0,0
1/9/1986,20.575,-157.7,25.12,0,0,0
1/10/1986,20.575,-157.7,24.98,0,0,0
1/11/1986,20.575,-157.7,24.56,0,0,0
1/12/1986,20.575,-157.7,24.62,0,0,0
1/13/1986,20.575,-157.7,24.92,0,0,0
1/14/1986,20.575,-157.7,24.95,0,0,0
1/15/1986,20.575,-157.7,24.81,0,0,0
1/16/1986,20.575,-157.7,24.61,0,0,0
1/17/1986,20.575,-157.7,24.88,0,0,0
1/18/1986,20.575,-157.7,24.82,0,0,0
1/19/1986,20.575,-157.7,24.23,0,0,0
1/20/1986,20.575,-157.7,24.35,0,0,0
1/21/1986,20.575,-157.7,24.43,0,0,0
1/22/1986,20.575,-157.7,24.76,0,0,0
1/23/1986,20.575,-157.7,24.31,0,0,0
1/24/1986,20.575,-157.7,24.97,0,0,0
1/25/1986,20.575,-157.7,24.89,0,0,0
1/26/1986,20.575,-157.7,24.67,0,0,0
1/27/1986,20.575,-157.7,24.92,0,0,0
1/28/1986,20.575,-157.7,24.93,0,0,0
1/29/1986,20.575,-157.7,25.03,0,0,0
1/30/1986,20.575,-157.7,24.72,0,0,0
1/31/1986,20.575,-157.7,24.64,0,0,0
2/1/1986,20.575,-157.7,24.49,0,0,0
2/2/1986,20.575,-157.7,24.48,0,0,0
2/3/1986,20.575,-157.7,24.77,0,0,0
2/4/1986,20.575,-157.7,25.14,0,0,0
2/5/1986,20.575,-157.7,25.18,0,0,0
2/6/1986,20.575,-157.7,25.09,0,0,0
2/7/1986,20.575,-157.7,24.85,0,0,0
2/8/1986,20.575,-157.7,24.82,0,0,0
2/9/1986,20.575,-157.7,24.44,0,0,0
2/10/1986,20.575,-157.7,25.04,0,0,0
2/11/1986,20.575,-157.7,25,0,0,0
2/12/1986,20.575,-157.7,24.69,0,0,0
2/13/1986,20.575,-157.7,25.08,0,0,0
2/14/1986,20.575,-157.7,24.51,0,0,0
2/15/1986,20.575,-157.7,24.53,0,0,0
2/16/1986,20.575,-157.7,24.61,0,0,0
2/17/1986,20.575,-157.7,24.69,0,0,0
2/18/1986,20.575,-157.7,24.53,0,0,0
2/19/1986,20.575,-157.7,24.71,0,0,0
2/20/1986,20.575,-157.7,24.85,0,0,0
2/21/1986,20.575,-157.7,24.9,0,0,0
2/22/1986,20.575,-157.7,25.08,0,0,0
2/23/1986,20.575,-157.7,25.31,0,0,0
2/24/1986,20.575,-157.7,25.19,0,0,0
2/25/1986,20.575,-157.7,25.59,0,0,0
2/26/1986,20.575,-157.7,25.72,0,0,0
2/27/1986,20.575,-157.7,25.42,0,0,0
2/28/1986,20.575,-157.7,25.45,0,0,0
3/1/1986,20.575,-157.7,25.56,0,0,0
3/2/1986,20.575,-157.7,25.45,0,0,0
3/3/1986,20.575,-157.7,24.72,0,0,0
3/4/1986,20.575,-157.7,25.55,0,0,0
3/5/1986,20.575,-157.7,25.22,0,0,0
3/6/1986,20.575,-157.7,25.9,0,0,0
3/7/1986,20.575,-157.7,25.88,0,0,0
3/8/1986,20.575,-157.7,25.91,0,0,0
3/9/1986,20.575,-157.7,25.66,0,0,0
3/10/1986,20.575,-157.7,25.25,0,0,0
3/11/1986,20.575,-157.7,25.56,0,0,0
3/12/1986,20.575,-157.7,25.38,0,0,0
3/13/1986,20.575,-157.7,25.9,0,0,0
3/14/1986,20.575,-157.7,25.05,0,0,0
3/15/1986,20.575,-157.7,25.57,0,0,0
3/16/1986,20.575,-157.7,25.37,0,0,0
3/17/1986,20.575,-157.7,25.43,0,0,0
3/18/1986,20.575,-157.7,25.49,0,0,0
3/19/1986,20.575,-157.7,25.22,0,0,0
3/20/1986,20.575,-157.7,25.32,0,0,0
3/21/1986,20.575,-157.7,25.17,0,0,0
3/22/1986,20.575,-157.7,25.13,0,0,0
3/23/1986,20.575,-157.7,25.21,0,0,0
3/24/1986,20.575,-157.7,25.31,0,0,0
3/25/1986,20.575,-157.7,25.31,0,0,0
3/26/1986,20.575,-157.7,25.13,0,0,0
3/27/1986,20.575,-157.7,25.22,0,0,0
3/28/1986,20.575,-157.7,24.85,0,0,0
3/29/1986,20.575,-157.7,24.91,0,0,0
3/30/1986,20.575,-157.7,24.6,0,0,0
3/31/1986,20.575,-157.7,25,0,0,0
4/1/1986,20.575,-157.7,25.14,0,0,0
4/2/1986,20.575,-157.7,25.2,0,0,0
4/3/1986,20.575,-157.7,25.23,0,0,0
4/4/1986,20.575,-157.7,25.21,0,0,0
4/5/1986,20.575,-157.7,24.72,0,0,0
4/6/1986,20.575,-157.7,25.32,0,0,0
4/7/1986,20.575,-157.7,24.83,0,0,0
4/8/1986,20.575,-157.7,25.11,0,0,0
4/9/1986,20.575,-157.7,24.83,0,0,0
4/10/1986,20.575,-157.7,24.75,0,0,0
4/11/1986,20.575,-157.7,24.35,0,0,0
4/12/1986,20.575,-157.7,23.68,0,0,0
4/13/1986,20.575,-157.7,24.09,0,0,0
4/14/1986,20.575,-157.7,24.45,0,0,0
4/15/1986,20.575,-157.7,24.01,0,0,0
4/16/1986,20.575,-157.7,24.28,0,0,0
4/17/1986,20.575,-157.7,24.96,0,0,0
4/18/1986,20.575,-157.7,25.2,0,0,0
4/19/1986,20.575,-157.7,25.16,0,0,0
4/20/1986,20.575,-157.7,25.02,0,0,0
4/21/1986,20.575,-157.7,25.16,0,0,0
4/22/1986,20.575,-157.7,24.84,0,0,0
4/23/1986,20.575,-157.7,24.87,0,0,0
4/24/1986,20.575,-157.7,24.78,0,0,0
4/25/1986,20.575,-157.7,25.12,0,0,0
4/26/1986,20.575,-157.7,25.05,0,0,0
4/27/1986,20.575,-157.7,24.98,0,0,0
4/28/1986,20.575,-157.7,25.17,0,0,0
4/29/1986,20.575,-157.7,25.18,0,0,0
4/30/1986,20.575,-157.7,24.66,0,0,0
5/1/1986,20.575,-157.7,25.03,0,0,0
5/2/1986,20.575,-157.7,25.72,0,0,0
5/3/1986,20.575,-157.7,25.97,0,0,0
5/4/1986,20.575,-157.7,25.81,0,0,0
5/5/1986,20.575,-157.7,25.65,0,0,0
5/6/1986,20.575,-157.7,25.08,0,0,0
5/7/1986,20.575,-157.7,25.54,0,0,0
5/8/1986,20.575,-157.7,25.62,0,0,0
5/9/1986,20.575,-157.7,25.51,0,0,0
5/10/1986,20.575,-157.7,25.22,0,0,0
5/11/1986,20.575,-157.7,25.12,0,0,0
5/12/1986,20.575,-157.7,25.12,0,0,0
5/13/1986,20.575,-157.7,25.31,0,0,0
5/14/1986,20.575,-157.7,25.46,0,0,0
5/15/1986,20.575,-157.7,25.46,0,0,0
5/16/1986,20.575,-157.7,25.52,0,0,0
5/17/1986,20.575,-157.7,25.56,0,0,0
5/18/1986,20.575,-157.7,25.49,0,0,0
5/19/1986,20.575,-157.7,25.64,0,0,0
5/20/1986,20.575,-157.7,25.69,0,0,0
5/21/1986,20.575,-157.7,25.88,0,0,0
5/22/1986,20.575,-157.7,25.61,0,0,0
5/23/1986,20.575,-157.7,25.3,0,0,0
5/24/1986,20.575,-157.7,25.5,0,0,0
5/25/1986,20.575,-157.7,25.9,0,0,0
5/26/1986,20.575,-157.7,26.05,0,0,0
5/27/1986,20.575,-157.7,26.19,0,0,0
5/28/1986,20.575,-157.7,25.95,0,0,0
5/29/1986,20.575,-157.7,25.87,0,0,0
5/30/1986,20.575,-157.7,25.73,0,0,0
5/31/1986,20.575,-157.7,25.71,0,0,0
6/1/1986,20.575,-157.7,25.84,0,0,0
6/2/1986,20.575,-157.7,25.43,0,0,0
6/3/1986,20.575,-157.7,25.93,0,0,0
6/4/1986,20.575,-157.7,25.45,0,0,0
6/5/1986,20.575,-157.7,25.72,0,0,0
6/6/1986,20.575,-157.7,25.66,0,0,0
6/7/1986,20.575,-157.7,25.75,0,0,0
6/8/1986,20.575,-157.7,25.22,0,0,0
6/9/1986,20.575,-157.7,25.78,0,0,0
6/10/1986,20.575,-157.7,25.96,0,0,0
6/11/1986,20.575,-157.7,26.16,0,0,0
6/12/1986,20.575,-157.7,25.9,0,0,0
6/13/1986,20.575,-157.7,25.8,0,0,0
6/14/1986,20.575,-157.7,25.87,0,0,0
6/15/1986,20.575,-157.7,25.97,0,0,0
6/16/1986,20.575,-157.7,26.14,0,0,0
6/17/1986,20.575,-157.7,26.23,0,0,0
